Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity,index
TSLA231208C00235000,2023-12-08 10:54AM EST,235.0,8.95,9.0,9.15,0.83,+10.22%,2558.0,5632,49.61%,Call,2023-12-08,44
TSLA231208C00237500,2023-12-08 10:53AM EST,237.5,6.7,6.55,6.7,0.65,+10.74%,2604.0,4946,40.82%,Call,2023-12-08,45
TSLA231208C00240000,2023-12-08 10:55AM EST,240.0,4.23,4.25,4.35,-0.07,-1.63%,23670.0,20383,33.69%,Call,2023-12-08,46
TSLA231208C00242500,2023-12-08 10:55AM EST,242.5,2.32,2.39,2.42,-0.5,-17.73%,55315.0,13339,31.45%,Call,2023-12-08,47
TSLA231208C00245000,2023-12-08 10:55AM EST,245.0,1.02,1.08,1.1,-0.7,-40.70%,111746.0,48655,30.81%,Call,2023-12-08,48
TSLA231208C00247500,2023-12-08 10:55AM EST,247.5,0.36,0.4,0.42,-0.66,-64.71%,30057.0,18166,31.40%,Call,2023-12-08,49
TSLA231208C00250000,2023-12-08 10:55AM EST,250.0,0.13,0.13,0.14,-0.42,-76.36%,43247.0,40144,32.52%,Call,2023-12-08,50
TSLA231208C00252500,2023-12-08 10:54AM EST,252.5,0.04,0.04,0.05,-0.26,-86.67%,6756.0,12502,34.77%,Call,2023-12-08,51
TSLA231208C00255000,2023-12-08 10:54AM EST,255.0,0.03,0.02,0.03,-0.13,-81.25%,12088.0,20600,39.45%,Call,2023-12-08,52
TSLA231208C00257500,2023-12-08 10:55AM EST,257.5,0.02,0.01,0.02,-0.08,-80.00%,2327.0,10957,44.53%,Call,2023-12-08,53
TSLA231208C00260000,2023-12-08 10:55AM EST,260.0,0.02,0.01,0.02,-0.04,-66.67%,4483.0,27240,51.56%,Call,2023-12-08,54
TSLA231208C00262500,2023-12-08 10:47AM EST,262.5,0.01,0.01,0.02,-0.03,-75.00%,888.0,8296,56.25%,Call,2023-12-08,55
TSLA231208C00265000,2023-12-08 10:55AM EST,265.0,0.02,0.01,0.02,-0.01,-33.33%,1503.0,11616,62.50%,Call,2023-12-08,56
TSLA231208C00267500,2023-12-08 10:42AM EST,267.5,0.01,0.0,0.01,-0.01,-50.00%,420.0,5502,62.50%,Call,2023-12-08,57
TSLA231208C00270000,2023-12-08 10:50AM EST,270.0,0.01,0.0,0.01,-0.01,-50.00%,858.0,10428,67.19%,Call,2023-12-08,58
TSLA231208C00272500,2023-12-08 10:40AM EST,272.5,0.01,0.0,0.01,-0.01,-50.00%,612.0,5187,71.88%,Call,2023-12-08,59
TSLA231208C00275000,2023-12-08 10:43AM EST,275.0,0.01,0.0,0.01,-0.01,-50.00%,126.0,7733,78.13%,Call,2023-12-08,60
TSLA231208C00277500,2023-12-08 10:32AM EST,277.5,0.01,0.0,0.01,0.0,-,49.0,3398,84.38%,Call,2023-12-08,61
TSLA231208C00280000,2023-12-08 10:46AM EST,280.0,0.01,0.0,0.01,0.0,-,240.0,7744,87.50%,Call,2023-12-08,62
TSLA231208C00282500,2023-12-08 10:46AM EST,282.5,0.01,0.0,0.01,0.0,-,46.0,1518,93.75%,Call,2023-12-08,63
TSLA231208C00287500,2023-12-07 3:50PM EST,287.5,0.01,0.0,0.01,0.0,-,11.0,3282,103.13%,Call,2023-12-08,65
TSLA231208C00290000,2023-12-07 3:13PM EST,290.0,0.01,0.0,0.01,0.0,-,47.0,4697,109.38%,Call,2023-12-08,66
TSLA231208C00292500,2023-12-07 2:41PM EST,292.5,0.01,0.0,0.01,0.0,-,12.0,2608,112.50%,Call,2023-12-08,67
TSLA231208C00295000,2023-12-07 3:10PM EST,295.0,0.01,0.0,0.01,0.0,-,108.0,2267,118.75%,Call,2023-12-08,68
TSLA231208C00300000,2023-12-08 10:33AM EST,300.0,0.01,0.0,0.01,0.0,-,5.0,7071,128.13%,Call,2023-12-08,70
TSLA231208C00305000,2023-12-07 2:24PM EST,305.0,0.01,0.0,0.01,0.0,-,32.0,3265,137.50%,Call,2023-12-08,71
TSLA231208C00310000,2023-12-07 2:28PM EST,310.0,0.01,0.0,0.01,0.0,-,13.0,1884,143.75%,Call,2023-12-08,72
TSLA231208C00320000,2023-12-05 11:29AM EST,320.0,0.01,0.0,0.01,0.0,-,289.0,2988,162.50%,Call,2023-12-08,74
TSLA231208C00330000,2023-12-05 12:20PM EST,330.0,0.01,0.0,0.01,0.0,-,22.0,1717,181.25%,Call,2023-12-08,76
TSLA231208C00350000,2023-12-07 3:27PM EST,350.0,0.01,0.0,0.01,0.0,-,10.0,406,212.50%,Call,2023-12-08,80
TSLA231208C00360000,2023-11-30 3:14PM EST,360.0,0.01,0.0,0.01,0.0,-,307.0,1585,225.00%,Call,2023-12-08,82
TSLA231208C00365000,2023-11-30 3:20PM EST,365.0,0.01,0.0,0.01,0.0,-,201.0,463,237.50%,Call,2023-12-08,83
TSLA231208C00375000,2023-11-30 9:56AM EST,375.0,0.01,0.0,0.01,0.0,-,10.0,372,250.00%,Call,2023-12-08,85
TSLA231208C00380000,2023-11-30 9:37AM EST,380.0,0.01,0.0,0.01,0.0,-,19.0,72,256.25%,Call,2023-12-08,86
TSLA231208C00385000,2023-11-29 10:28AM EST,385.0,0.01,0.0,0.01,0.0,-,62.0,107,262.50%,Call,2023-12-08,87
TSLA231208C00405000,2023-12-01 9:30AM EST,405.0,0.01,0.0,0.01,0.0,-,5.0,19,287.50%,Call,2023-12-08,91
TSLA231208C00415000,2023-12-05 1:51PM EST,415.0,0.01,0.0,0.01,0.0,-,4.0,112,300.00%,Call,2023-12-08,93
TSLA231208C00425000,2023-11-21 2:27PM EST,425.0,0.01,0.0,0.01,0.0,-,5.0,7,312.50%,Call,2023-12-08,95
TSLA231208P00050000,2023-11-21 9:30AM EST,50.0,0.01,0.0,0.01,0.0,-,10.0,767,900.00%,Put,2023-12-08,101
TSLA231208P00090000,2023-11-21 10:30AM EST,90.0,0.01,0.0,0.01,0.0,-,22.0,60,575.00%,Put,2023-12-08,105
TSLA231208P00100000,2023-12-04 10:19AM EST,100.0,0.01,0.0,0.01,0.0,-,20.0,22512,512.50%,Put,2023-12-08,106
TSLA231208P00105000,2023-12-04 9:37AM EST,105.0,0.01,0.0,0.01,0.0,-,55.0,22197,487.50%,Put,2023-12-08,107
TSLA231208P00110000,2023-12-07 9:44AM EST,110.0,0.01,0.0,0.01,0.0,-,60.0,2375,462.50%,Put,2023-12-08,108
TSLA231208P00115000,2023-12-04 9:43AM EST,115.0,0.01,0.0,0.01,0.0,-,517.0,626,437.50%,Put,2023-12-08,109
TSLA231208P00130000,2023-12-04 11:12AM EST,130.0,0.01,0.0,0.01,0.0,-,4.0,3903,362.50%,Put,2023-12-08,112
TSLA231208P00145000,2023-12-04 3:43PM EST,145.0,0.01,0.0,0.01,0.0,-,73.0,4283,306.25%,Put,2023-12-08,115
TSLA231208P00160000,2023-12-07 3:58PM EST,160.0,0.01,0.0,0.01,0.0,-,5.0,3871,250.00%,Put,2023-12-08,118
TSLA231208P00165000,2023-12-07 10:03AM EST,165.0,0.01,0.0,0.01,0.0,-,41.0,1260,237.50%,Put,2023-12-08,119
TSLA231208P00170000,2023-12-08 10:00AM EST,170.0,0.01,0.0,0.01,0.0,-,118.0,4284,218.75%,Put,2023-12-08,120
TSLA231208P00182500,2023-12-07 3:57PM EST,182.5,0.01,0.0,0.01,0.0,-,149.0,776,175.00%,Put,2023-12-08,123
TSLA231208P00187500,2023-12-07 3:11PM EST,187.5,0.01,0.0,0.01,0.0,-,360.0,933,162.50%,Put,2023-12-08,125
TSLA231208P00190000,2023-12-08 10:37AM EST,190.0,0.01,0.0,0.01,-0.01,-50.00%,131.0,6220,156.25%,Put,2023-12-08,126
TSLA231208P00195000,2023-12-08 10:31AM EST,195.0,0.01,0.0,0.01,-0.01,-50.00%,104.0,2746,137.50%,Put,2023-12-08,128
TSLA231208P00197500,2023-12-08 9:42AM EST,197.5,0.01,0.0,0.01,-0.01,-50.00%,53.0,1903,131.25%,Put,2023-12-08,129
TSLA231208P00200000,2023-12-08 10:35AM EST,200.0,0.01,0.0,0.01,0.0,-,221.0,12951,125.00%,Put,2023-12-08,130
TSLA231208P00202500,2023-12-08 10:13AM EST,202.5,0.01,0.0,0.01,-0.01,-50.00%,759.0,3161,118.75%,Put,2023-12-08,131
TSLA231208P00205000,2023-12-08 10:40AM EST,205.0,0.01,0.0,0.01,-0.01,-50.00%,610.0,7820,112.50%,Put,2023-12-08,132
TSLA231208P00207500,2023-12-08 10:15AM EST,207.5,0.01,0.0,0.01,-0.02,-66.67%,222.0,2903,103.13%,Put,2023-12-08,133
TSLA231208P00210000,2023-12-08 10:46AM EST,210.0,0.01,0.0,0.01,-0.01,-50.00%,413.0,8563,96.88%,Put,2023-12-08,134
TSLA231208P00212500,2023-12-08 10:51AM EST,212.5,0.01,0.0,0.01,-0.03,-75.00%,262.0,3883,90.63%,Put,2023-12-08,135
TSLA231208P00215000,2023-12-08 10:54AM EST,215.0,0.01,0.01,0.02,-0.01,-50.00%,416.0,7947,92.19%,Put,2023-12-08,136
TSLA231208P00217500,2023-12-08 10:49AM EST,217.5,0.01,0.0,0.01,-0.02,-66.67%,309.0,4554,75.00%,Put,2023-12-08,137
TSLA231208P00220000,2023-12-08 10:54AM EST,220.0,0.01,0.01,0.02,-0.02,-66.67%,1468.0,12696,76.56%,Put,2023-12-08,138
TSLA231208P00222500,2023-12-08 10:47AM EST,222.5,0.02,0.01,0.02,-0.03,-60.00%,611.0,8667,68.75%,Put,2023-12-08,139
TSLA231208P00225000,2023-12-08 10:52AM EST,225.0,0.02,0.01,0.02,-0.04,-66.67%,2491.0,13928,61.72%,Put,2023-12-08,140
TSLA231208P00227500,2023-12-08 10:53AM EST,227.5,0.02,0.01,0.02,-0.06,-75.00%,1648.0,8482,53.91%,Put,2023-12-08,141
TSLA231208P00230000,2023-12-08 10:54AM EST,230.0,0.01,0.01,0.02,-0.14,-93.33%,10360.0,23552,48.44%,Put,2023-12-08,142
TSLA231208P00232500,2023-12-08 10:54AM EST,232.5,0.02,0.02,0.03,-0.24,-92.31%,8208.0,12650,42.58%,Put,2023-12-08,143
TSLA231208P00235000,2023-12-08 10:54AM EST,235.0,0.05,0.04,0.05,-0.44,-89.80%,28746.0,17824,37.31%,Put,2023-12-08,144
TSLA231208P00237500,2023-12-08 10:53AM EST,237.5,0.09,0.1,0.11,-0.83,-90.22%,30601.0,13945,33.01%,Put,2023-12-08,145
TSLA231208P00240000,2023-12-08 10:55AM EST,240.0,0.31,0.28,0.29,-1.29,-80.62%,70332.0,18348,29.83%,Put,2023-12-08,146
TSLA231208P00242500,2023-12-08 10:55AM EST,242.5,0.82,0.86,0.88,-1.83,-69.06%,45272.0,4993,29.35%,Put,2023-12-08,147
TSLA231208P00245000,2023-12-08 10:55AM EST,245.0,2.06,2.05,2.07,-1.99,-49.14%,18188.0,6910,29.00%,Put,2023-12-08,148
TSLA231208P00247500,2023-12-08 10:54AM EST,247.5,3.95,3.85,3.95,-1.8,-31.30%,3153.0,2790,30.57%,Put,2023-12-08,149
TSLA231208P00250000,2023-12-08 10:54AM EST,250.0,6.2,6.05,6.25,-1.8,-22.50%,1657.0,2791,35.06%,Put,2023-12-08,150
TSLA231208P00252500,2023-12-08 10:52AM EST,252.5,8.62,8.45,8.6,-1.63,-15.90%,99.0,713,33.59%,Put,2023-12-08,151
TSLA231208P00255000,2023-12-08 10:40AM EST,255.0,12.31,11.1,11.3,-0.24,-1.91%,218.0,533,51.47%,Put,2023-12-08,152
TSLA231208P00257500,2023-12-08 10:47AM EST,257.5,14.14,13.3,13.65,-2.14,-13.14%,17.0,461,55.66%,Put,2023-12-08,153
TSLA231208P00260000,2023-12-08 10:46AM EST,260.0,17.05,15.9,16.1,-1.05,-5.80%,199.0,2809,56.25%,Put,2023-12-08,154
TSLA231208P00262500,2023-12-08 9:44AM EST,262.5,19.5,18.15,18.7,-1.05,-5.11%,4.0,653,77.15%,Put,2023-12-08,155
TSLA231208P00265000,2023-12-08 10:26AM EST,265.0,20.6,21.0,21.45,-2.73,-11.70%,4.0,316,87.70%,Put,2023-12-08,156
TSLA231208P00270000,2023-12-08 10:02AM EST,270.0,27.2,25.95,26.2,-0.3,-1.09%,4.0,421,75.00%,Put,2023-12-08,158
TSLA231208P00272500,2023-12-08 10:36AM EST,272.5,29.06,27.3,30.2,-1.78,-5.77%,6.0,0,113.87%,Put,2023-12-08,159
TSLA231208P00277500,2023-12-06 1:39PM EST,277.5,34.9,32.3,35.2,0.0,-,32.0,0,129.10%,Put,2023-12-08,161
TSLA231208P00280000,2023-12-07 1:27PM EST,280.0,40.2,35.5,36.8,0.0,-,6.0,1,121.88%,Put,2023-12-08,162
TSLA231208P00285000,2023-12-04 12:52PM EST,285.0,47.43,39.8,42.7,0.0,-,10.0,0,150.78%,Put,2023-12-08,164
TSLA231208P00295000,2023-12-06 2:17PM EST,295.0,55.1,49.75,53.45,0.0,-,26.0,6,212.99%,Put,2023-12-08,167
TSLA231208P00310000,2023-12-06 3:13PM EST,310.0,68.08,64.75,68.45,0.0,-,160.0,0,255.96%,Put,2023-12-08,170
TSLA231208P00320000,2023-12-06 2:34PM EST,320.0,78.1,74.75,78.45,0.0,-,40.0,0,282.62%,Put,2023-12-08,172
TSLA231208P00330000,2023-12-07 11:38AM EST,330.0,87.05,84.75,88.45,0.0,-,4.0,0,308.20%,Put,2023-12-08,174
TSLA231208P00360000,2023-12-07 11:41AM EST,360.0,117.42,114.75,118.45,0.0,-,14.0,0,377.73%,Put,2023-12-08,179
TSLA231208P00435000,2023-12-06 1:06PM EST,435.0,191.9,190.8,191.05,0.0,-,4.0,0,0.00%,Put,2023-12-08,185
TSLA231215C00005000,2023-12-07 3:45PM EST,5.0,236.85,238.7,239.35,0.0,-,11.0,304,"1,065.63%",Call,2023-12-15,187
TSLA231215C00010000,2023-12-01 1:37PM EST,10.0,228.03,233.75,234.45,0.0,-,10.0,37,914.06%,Call,2023-12-15,188
TSLA231215C00030000,2023-12-08 10:44AM EST,30.0,212.84,213.6,214.35,1.66,+0.79%,44.0,5,504.69%,Call,2023-12-15,192
TSLA231215C00070000,2023-10-13 2:04PM EST,70.0,182.12,144.65,145.5,0.0,-,5.0,28,0.00%,Call,2023-12-15,200
TSLA231215C00080000,2023-12-07 3:17PM EST,80.0,161.53,163.75,164.45,0.0,-,16.0,183,313.28%,Call,2023-12-15,202
TSLA231215C00095000,2023-12-04 10:42AM EST,95.0,140.62,148.65,149.2,0.0,-,15.0,827,283.59%,Call,2023-12-15,205
TSLA231215C00100000,2023-12-07 3:43PM EST,100.0,142.32,143.7,144.4,0.0,-,82.0,2270,243.36%,Call,2023-12-15,206
TSLA231215C00105000,2023-12-08 10:31AM EST,105.0,139.4,138.75,139.5,2.81,+2.06%,10.0,331,244.92%,Call,2023-12-15,207
TSLA231215C00110000,2023-12-07 3:31PM EST,110.0,134.53,133.7,134.25,2.44,+1.85%,18.0,752,196.88%,Call,2023-12-15,208
TSLA231215C00115000,2023-12-07 11:59AM EST,115.0,127.55,128.85,129.4,0.0,-,8.0,1731,220.31%,Call,2023-12-15,209
TSLA231215C00125000,2023-12-08 9:47AM EST,125.0,118.3,118.8,119.45,1.62,+1.39%,48.0,677,197.66%,Call,2023-12-15,211
TSLA231215C00130000,2023-12-08 9:47AM EST,130.0,113.0,113.7,114.55,0.9,+0.80%,10.0,749,187.11%,Call,2023-12-15,212
TSLA231215C00135000,2023-12-07 12:24PM EST,135.0,107.06,108.8,109.25,0.0,-,8.0,761,161.72%,Call,2023-12-15,213
TSLA231215C00140000,2023-12-08 9:31AM EST,140.0,99.88,103.75,104.25,-2.62,-2.56%,147.0,932,147.27%,Call,2023-12-15,214
TSLA231215C00145000,2023-12-07 1:16PM EST,145.0,95.45,98.8,99.5,0.0,-,19.0,755,160.16%,Call,2023-12-15,215
TSLA231215C00155000,2023-12-08 10:34AM EST,155.0,88.84,88.85,89.4,0.81,+0.92%,8.0,677,139.26%,Call,2023-12-15,217
TSLA231215C00165000,2023-12-08 10:48AM EST,165.0,79.0,78.85,79.5,1.25,+1.61%,127.0,1384,125.98%,Call,2023-12-15,219
TSLA231215C00170000,2023-12-07 2:47PM EST,170.0,70.72,73.95,74.5,0.0,-,9.0,1935,120.90%,Call,2023-12-15,220
TSLA231215C00180000,2023-12-08 10:37AM EST,180.0,63.43,64.0,64.55,1.76,+2.85%,6.0,7390,106.84%,Call,2023-12-15,222
TSLA231215C00185000,2023-12-08 10:26AM EST,185.0,59.5,59.0,59.55,4.9,+8.97%,31.0,1288,98.44%,Call,2023-12-15,224
TSLA231215C00190000,2023-12-08 10:16AM EST,190.0,54.13,53.95,54.65,2.99,+5.85%,21.0,8905,91.41%,Call,2023-12-15,226
TSLA231215C00195000,2023-12-08 10:26AM EST,195.0,49.3,48.9,49.6,1.4,+2.92%,15.0,5562,81.25%,Call,2023-12-15,228
TSLA231215C00197500,2023-12-08 9:49AM EST,197.5,45.42,46.55,47.1,2.62,+6.12%,8.0,3104,80.27%,Call,2023-12-15,229
TSLA231215C00200000,2023-12-08 10:39AM EST,200.0,42.9,44.1,44.6,0.12,+0.28%,65.0,14628,77.15%,Call,2023-12-15,230
TSLA231215C00202500,2023-12-08 10:45AM EST,202.5,40.77,41.5,42.2,-0.93,-2.23%,96.0,123,73.14%,Call,2023-12-15,231
TSLA231215C00205000,2023-12-08 10:22AM EST,205.0,39.77,39.15,39.65,2.12,+5.63%,36.0,7374,70.70%,Call,2023-12-15,232
TSLA231215C00210000,2023-12-08 10:48AM EST,210.0,34.1,33.85,34.5,0.95,+2.87%,78.0,9998,55.27%,Call,2023-12-15,234
TSLA231215C00215000,2023-12-08 10:51AM EST,215.0,29.3,29.05,29.6,1.97,+7.21%,203.0,6499,52.64%,Call,2023-12-15,236
TSLA231215C00217500,2023-12-07 3:56PM EST,217.5,26.93,26.95,27.3,1.04,+4.02%,25.0,172,55.40%,Call,2023-12-15,237
TSLA231215C00220000,2023-12-08 10:51AM EST,220.0,24.43,24.55,24.9,0.76,+3.21%,573.0,30751,52.93%,Call,2023-12-15,238
TSLA231215C00222500,2023-12-08 10:49AM EST,222.5,21.99,22.15,22.7,0.84,+3.97%,72.0,276,51.66%,Call,2023-12-15,239
TSLA231215C00225000,2023-12-08 10:55AM EST,225.0,19.91,19.95,20.25,0.86,+4.51%,178.0,12142,51.42%,Call,2023-12-15,240
TSLA231215C00227500,2023-12-08 10:49AM EST,227.5,17.48,17.75,18.0,0.58,+3.43%,155.0,971,49.44%,Call,2023-12-15,241
TSLA231215C00230000,2023-12-08 10:54AM EST,230.0,15.78,15.7,15.9,0.81,+5.41%,1148.0,13419,48.44%,Call,2023-12-15,242
TSLA231215C00232500,2023-12-08 10:53AM EST,232.5,13.71,13.65,13.85,0.61,+4.66%,394.0,2195,47.10%,Call,2023-12-15,243
TSLA231215C00235000,2023-12-08 10:54AM EST,235.0,11.82,11.75,11.95,0.54,+4.79%,1772.0,9983,46.24%,Call,2023-12-15,244
TSLA231215C00237500,2023-12-08 10:52AM EST,237.5,10.0,10.05,10.15,0.4,+4.17%,1114.0,3530,45.24%,Call,2023-12-15,245
TSLA231215C00240000,2023-12-08 10:54AM EST,240.0,8.47,8.5,8.6,0.3,+3.67%,8306.0,23278,45.11%,Call,2023-12-15,246
TSLA231215C00242500,2023-12-08 10:54AM EST,242.5,7.08,7.05,7.1,0.24,+3.51%,11881.0,5208,44.28%,Call,2023-12-15,247
TSLA231215C00245000,2023-12-08 10:55AM EST,245.0,5.85,5.8,5.85,0.22,+3.91%,19179.0,24817,44.13%,Call,2023-12-15,248
TSLA231215C00247500,2023-12-08 10:55AM EST,247.5,4.65,4.7,4.75,0.05,+1.09%,3894.0,6096,43.95%,Call,2023-12-15,249
TSLA231215C00250000,2023-12-08 10:55AM EST,250.0,3.77,3.75,3.85,0.05,+1.34%,21113.0,48588,44.12%,Call,2023-12-15,250
TSLA231215C00252500,2023-12-08 10:55AM EST,252.5,2.95,3.0,3.05,-0.1,-3.28%,4787.0,3063,44.01%,Call,2023-12-15,251
TSLA231215C00255000,2023-12-08 10:55AM EST,255.0,2.4,2.4,2.42,-0.03,-1.23%,7349.0,22014,44.21%,Call,2023-12-15,252
TSLA231215C00257500,2023-12-08 10:55AM EST,257.5,1.87,1.88,1.91,-0.03,-1.58%,1977.0,2404,44.51%,Call,2023-12-15,253
TSLA231215C00260000,2023-12-08 10:55AM EST,260.0,1.49,1.48,1.5,-0.04,-2.61%,13186.0,26265,44.85%,Call,2023-12-15,254
TSLA231215C00262500,2023-12-08 10:55AM EST,262.5,1.17,1.17,1.18,-0.04,-3.31%,2112.0,2992,45.31%,Call,2023-12-15,255
TSLA231215C00265000,2023-12-08 10:55AM EST,265.0,0.91,0.91,0.92,-0.04,-4.21%,3511.0,13579,45.75%,Call,2023-12-15,256
TSLA231215C00267500,2023-12-08 10:52AM EST,267.5,0.7,0.7,0.71,-0.05,-6.67%,691.0,247,46.09%,Call,2023-12-15,257
TSLA231215C00270000,2023-12-08 10:54AM EST,270.0,0.58,0.56,0.58,-0.04,-6.45%,3911.0,21844,47.12%,Call,2023-12-15,258
TSLA231215C00275000,2023-12-08 10:51AM EST,275.0,0.35,0.36,0.37,-0.05,-12.50%,1617.0,11958,48.63%,Call,2023-12-15,259
TSLA231215C00280000,2023-12-08 10:54AM EST,280.0,0.25,0.24,0.25,-0.01,-3.85%,1860.0,18803,50.39%,Call,2023-12-15,260
TSLA231215C00285000,2023-12-08 10:52AM EST,285.0,0.16,0.15,0.16,-0.04,-20.00%,831.0,6126,51.56%,Call,2023-12-15,261
TSLA231215C00290000,2023-12-08 10:48AM EST,290.0,0.11,0.11,0.12,-0.03,-21.43%,738.0,8958,54.00%,Call,2023-12-15,262
TSLA231215C00295000,2023-12-08 10:35AM EST,295.0,0.09,0.08,0.09,0.0,-,283.0,7207,56.25%,Call,2023-12-15,263
TSLA231215C00300000,2023-12-08 10:50AM EST,300.0,0.06,0.06,0.07,-0.03,-33.33%,1032.0,23335,58.40%,Call,2023-12-15,264
TSLA231215C00305000,2023-12-08 10:47AM EST,305.0,0.05,0.04,0.05,-0.02,-28.57%,1484.0,10760,59.77%,Call,2023-12-15,265
TSLA231215C00310000,2023-12-08 10:49AM EST,310.0,0.03,0.03,0.04,-0.02,-40.00%,424.0,10624,61.72%,Call,2023-12-15,266
TSLA231215C00315000,2023-12-08 10:12AM EST,315.0,0.03,0.02,0.03,-0.01,-25.00%,452.0,4823,63.28%,Call,2023-12-15,267
TSLA231215C00320000,2023-12-08 10:17AM EST,320.0,0.02,0.02,0.03,-0.02,-50.00%,365.0,9157,66.80%,Call,2023-12-15,268
TSLA231215C00325000,2023-12-08 10:46AM EST,325.0,0.02,0.01,0.02,0.0,-,5.0,4674,67.19%,Call,2023-12-15,269
TSLA231215C00330000,2023-12-08 9:58AM EST,330.0,0.01,0.01,0.02,-0.02,-66.67%,118.0,4624,70.31%,Call,2023-12-15,270
TSLA231215C00335000,2023-12-07 2:59PM EST,335.0,0.02,0.01,0.02,0.0,-,23.0,2011,73.44%,Call,2023-12-15,271
